stu_num,name,pos,clasroom,week,day,time
66582273,ozmpy,u,317,0,4,4
66582273,vzdxd,a,212,0,5,2
66582273,ihwuf,a,216,0,5,4
66582273,plhme,r,871,0,6,4
66582273,yfqhi,d,433,0,3,4
26714308,vcjag,s,485,1,6,2
26714308,qbejk,v,160,0,3,4
26714308,eeukb,v,579,1,4,3
26714308,vetjz,v,448,0,1,1
26714308,lizgr,k,760,1,5,5
26714308,ezzgp,m,121,1,1,0
26714308,msaki,n,809,0,2,0
26714308,ovdcs,c,153,0,4,2
26714308,ggghr,t,503,1,2,3
26714308,hhnxv,k,832,0,2,3
85692314,eqpts,m,559,0,2,3
85692314,isxro,l,856,1,6,3
85692314,xsuau,s,259,0,6,1
85692314,eelkw,j,650,1,0,4
85692314,rchfo,l,596,0,0,0
85692314,hfwmz,x,445,0,1,5
85692314,zlrse,p,505,1,3,1
85692314,iqkhf,o,224,1,4,1
85692314,qpixs,b,913,1,1,2
85692314,vvazk,r,850,0,0,3
13072467,zgcbh,s,203,1,5,3
13072467,skylh,s,756,1,3,0
13072467,rtlml,x,454,1,6,4
13072467,zvvwn,o,424,1,4,2
13072467,vkuud,a,804,0,3,5
13072467,tcyom,p,289,0,5,5
13072467,cavdh,l,675,0,4,5
13072467,rndlo,u,334,1,5,2
13072467,ufnht,z,206,0,2,0
13072467,vrmjx,n,279,0,2,0
31621775,gjihs,t,780,0,3,2
31621775,zbstj,z,294,0,6,3
31621775,tbsgl,u,739,1,6,5
31621775,oihln,i,679,0,3,3
31621775,jsgjp,u,333,1,4,0
31621775,ssbhv,f,426,1,0,4
31621775,tkxkk,h,367,0,5,3
31621775,natpu,i,272,0,0,0
31621775,uopjm,o,101,0,5,3
31621775,nvanq,q,396,0,0,0
81698510,widsb,u,294,1,5,5
81698510,anohx,i,659,1,2,4
81698510,ithoi,b,947,0,3,1
81698510,pnsed,s,898,0,4,0
81698510,ftrhy,u,759,0,1,4
81698510,zzhdm,x,256,0,5,2
81698510,rukkl,f,370,0,4,0
81698510,riamr,f,118,0,3,0
81698510,btkfe,g,137,0,4,0
81698510,eaeku,r,337,1,2,0
14620372,zidfz,t,747,0,3,0
14620372,blzqr,g,460,0,4,2
14620372,giydc,u,469,0,5,5
14620372,thblc,i,394,0,6,1
14620372,jhprf,w,581,1,3,5
14620372,wehnz,g,976,1,6,4
14620372,bwafj,s,721,1,6,4
14620372,hrnqk,p,580,0,0,3
14620372,lmmql,l,302,1,0,4
14620372,nyxqm,i,701,1,4,1
28995770,aoztc,p,679,1,2,1
28995770,ifmxs,l,251,1,2,0
28995770,pvbpy,q,200,0,4,5
28995770,nwget,s,316,0,1,0
28995770,aikfj,s,453,1,4,2
28995770,oodqz,x,176,0,3,4
28995770,dwlwb,h,254,1,3,5
28995770,kziuc,y,835,1,2,0
28995770,abfyg,f,877,1,5,5
28995770,lwncc,b,998,1,6,1
68539579,gzcmr,b,702,1,1,3
68539579,pqmee,u,712,1,6,3
68539579,utqvd,z,254,0,4,0
68539579,wwmrw,r,328,0,6,2
68539579,zlhbd,k,199,1,5,4
68539579,hxqbn,t,164,0,6,5
68539579,guhqx,c,391,1,2,2
68539579,aqlie,w,222,1,0,0
68539579,qbnur,x,623,1,1,4
68539579,kotnl,o,589,0,6,2
19790724,ijgiy,p,775,1,2,0
19790724,sjlbr,m,995,0,4,0
19790724,opyay,z,459,1,5,1
19790724,bfgxn,a,993,1,2,1
19790724,bagyw,t,200,0,0,3
19790724,fgojv,f,241,1,4,5
19790724,vnffy,w,278,1,0,5
19790724,zfjlw,y,334,1,6,4
19790724,ntvvj,t,698,0,6,4
19790724,gbgdx,m,255,1,6,5
14453066,ivshu,g,795,1,2,2
14453066,znixd,u,819,0,0,0
14453066,kepck,d,117,1,1,3
14453066,tunfq,f,122,0,4,4
14453066,syvdd,p,414,0,0,1
14453066,ghwcl,n,772,1,2,4
14453066,yycpp,v,518,1,3,1
14453066,sbxsb,x,476,1,6,2
14453066,iymzi,w,328,0,0,5
14453066,urcoc,l,522,1,4,2
71668017,qgqvm,n,458,0,6,3
71668017,iimvb,m,606,1,0,4
71668017,dsnle,d,141,0,1,2
71668017,dumnq,f,281,0,4,4
71668017,gbghe,p,234,1,3,0
71668017,slrmq,w,723,0,4,0
71668017,zaxjf,n,411,1,0,0
71668017,ywayq,v,848,1,2,0
71668017,ylahp,w,310,1,3,3
71668017,mytav,p,813,1,1,5
25160205,emoso,g,256,0,2,0
25160205,ovjmw,z,550,1,3,0
25160205,hnjcc,q,425,1,4,4
25160205,cbgft,u,708,1,6,2
25160205,nfnpc,y,102,1,3,2
25160205,iwgmy,o,831,1,5,3
25160205,nvjgo,d,481,0,5,4
25160205,dqxbe,q,811,1,0,4
25160205,kstsr,t,237,0,6,2
25160205,pszod,m,163,0,6,5
24681460,mqlrj,o,261,0,5,2
24681460,baqgm,t,776,1,1,1
24681460,rianj,s,900,0,3,2
24681460,forfu,i,589,0,0,5
24681460,uylhz,w,448,0,6,5
24681460,vrjof,u,616,0,3,1
24681460,akyme,a,909,0,5,2
24681460,nfahb,g,432,0,2,0
24681460,iqwet,u,519,1,0,4
24681460,hemnq,b,995,0,0,2
98179545,sxwyd,f,269,1,5,0
98179545,cnnmt,l,699,1,5,3
98179545,apcbm,f,459,0,5,4
98179545,jrfes,r,290,0,5,4
98179545,wlmxf,m,536,0,6,4
98179545,lgbhy,a,654,1,0,2
98179545,yvbic,r,133,1,3,3
98179545,rqvxp,a,258,0,4,1
98179545,nmyux,g,308,0,0,2
98179545,dgwzb,z,934,0,1,1
62744542,mkjny,s,815,1,6,1
62744542,othki,r,681,1,5,4
62744542,lszft,u,920,0,1,1
62744542,twvxg,e,598,0,1,4
62744542,qolhi,z,679,0,5,0
62744542,hcqmu,u,866,1,2,4
62744542,toovp,b,216,1,4,4
62744542,utjqu,l,343,1,0,3
62744542,qhlzh,j,197,0,0,3
62744542,grixc,l,780,0,5,4
81617983,lfhlx,e,495,1,2,4
81617983,nxzbb,w,431,0,0,3
81617983,tflrr,s,819,1,6,1
81617983,tfxnt,r,573,1,1,4
81617983,gylks,q,663,0,2,2
81617983,kfcrz,s,149,1,5,0
81617983,dnhuf,b,115,0,4,0
81617983,wovnz,u,223,1,5,2
81617983,tskpu,d,779,1,4,5
81617983,uisdp,a,202,0,1,5
86092276,zpnub,r,662,0,0,2
86092276,rhxfp,i,784,1,1,0
86092276,rsort,w,436,1,3,3
86092276,qwkmf,e,834,1,0,0
86092276,jjcwz,t,954,1,2,4
86092276,dxlye,x,931,1,6,5
86092276,rditd,q,294,0,6,4
86092276,slqxi,v,691,1,2,2
86092276,khtuk,f,748,1,6,0
86092276,sflxo,i,668,0,3,4
50070408,uxyee,u,831,1,0,0
50070408,zakbg,n,531,0,1,2
50070408,pomxi,v,665,0,2,4
50070408,nwjxn,c,343,0,2,1
50070408,evyom,t,447,0,5,1
50070408,sdluy,s,444,1,1,1
50070408,nmxql,f,843,1,1,3
50070408,vgoku,u,429,1,4,4
50070408,xjdey,w,210,1,6,1
50070408,cvely,c,605,0,1,2
83690993,nxotb,h,907,1,0,2
83690993,mweiy,i,853,0,5,5
83690993,qdhmh,j,974,0,5,1
83690993,wixhm,p,622,0,0,2
83690993,sokpn,j,519,1,3,4
83690993,zoips,p,314,1,3,0
83690993,falbj,e,382,0,0,1
83690993,whaac,f,581,1,1,3
83690993,wytxv,m,374,1,4,0
83690993,fhlae,k,259,0,4,0
69691359,hbhvn,a,425,0,4,5
69691359,mobol,d,470,1,5,3
69691359,lfhbh,y,909,1,0,4
69691359,rwbzq,y,168,0,1,5
69691359,zdgkm,j,137,1,2,0
69691359,hmzvz,j,960,0,5,1
69691359,xxqas,x,505,0,2,2
69691359,ouddv,n,100,0,3,0
69691359,eabox,f,487,1,5,3
69691359,ixota,l,843,0,0,3
19071926,zagtt,m,798,1,5,4
19071926,kziog,n,909,1,2,5
19071926,thtkd,o,971,1,5,5
19071926,bsswl,f,388,0,4,4
19071926,ishcm,r,914,1,4,0
19071926,dvriv,x,373,1,6,4
19071926,oqdab,o,508,0,5,3
19071926,vsozw,o,722,0,0,1
19071926,xnzar,y,920,1,4,4
19071926,uqogt,l,796,0,1,0
28778920,hftul,e,907,1,2,3
28778920,pgahx,k,882,0,3,0
28778920,kudqb,q,804,0,6,5
28778920,shxnc,j,285,1,3,0
28778920,amohb,b,401,1,0,3
28778920,okqez,x,618,0,5,3
28778920,pdzwa,u,898,0,1,3
28778920,wniid,e,285,1,1,1
28778920,wwbbt,v,571,1,1,3
28778920,ohzxb,y,885,0,6,5
88488707,zvsie,k,478,0,0,2
88488707,pxstz,c,399,1,4,0
88488707,jrfoi,p,241,1,6,5
88488707,kppiz,q,777,0,1,3
88488707,wcyhp,c,392,1,5,1
88488707,qwpdu,f,575,0,3,2
88488707,nunpp,a,788,0,5,4
88488707,awusy,a,328,1,2,2
88488707,qaoiv,l,364,1,3,5
88488707,znozx,c,635,0,2,0
53256244,jswbi,i,450,0,0,1
53256244,akzgi,o,506,0,3,4
53256244,wptal,s,340,0,1,3
53256244,htjzo,y,149,0,2,2
53256244,tqglo,h,437,1,4,5
53256244,ykpnw,i,537,0,5,2
53256244,uqzsw,x,744,0,3,2
53256244,vifqw,m,300,0,6,0
53256244,cfvji,a,413,0,5,3
53256244,jxmxp,n,449,1,1,3
37916503,tutbm,a,933,0,3,5
37916503,bhvxm,w,267,0,2,1
37916503,hfcqx,l,656,1,2,3
37916503,feyzp,b,446,0,1,0
37916503,waioe,q,977,1,5,4
37916503,uxjaz,g,996,0,5,0
37916503,mtnle,b,648,1,2,1
37916503,ylrjh,m,161,0,3,5
37916503,brkaf,y,786,1,6,1
37916503,psmen,r,189,1,3,5
97232477,htxhg,l,818,1,2,0
97232477,iwztm,z,922,0,2,3
97232477,oeaoh,g,259,1,6,1
97232477,zufui,p,451,0,0,2
97232477,nojjw,a,659,0,0,4
97232477,yjjhb,e,684,1,3,2
97232477,pvulq,g,943,1,2,1
97232477,qqyua,g,266,0,2,5
97232477,fltzl,i,607,0,1,4
97232477,syxed,y,520,1,6,2
33476204,bezwa,g,509,0,5,2
33476204,mjycs,l,334,1,5,5
33476204,hqygn,i,273,0,0,3
33476204,tzuby,i,614,1,5,1
33476204,fwuqi,u,355,1,6,2
33476204,kqeal,c,353,1,6,1
33476204,skayg,d,451,0,4,0
33476204,rjaol,u,941,1,2,3
33476204,vxxwa,w,394,0,0,4
33476204,nvsee,i,451,1,6,3
71691712,deklp,n,684,0,5,4
71691712,aorlv,w,934,1,6,3
71691712,dbxew,m,232,0,2,2
71691712,wogun,o,219,1,5,1
71691712,yrqlb,p,758,0,4,3
71691712,fhxpr,b,495,0,2,4
71691712,jykuv,u,172,0,3,3
71691712,igqww,u,238,0,0,2
71691712,synfw,o,853,1,5,5
71691712,qnggx,g,447,0,3,5
71759369,bqwqj,o,989,1,3,0
71759369,pxbeg,t,718,0,5,2
71759369,wmkoc,j,305,0,5,2
71759369,hazts,i,353,0,0,1
71759369,frydu,g,608,1,5,1
71759369,lhfua,r,943,0,1,3
71759369,bwbvj,v,402,0,3,5
71759369,cgnsk,f,421,0,1,4
71759369,iwmpy,j,917,1,4,2
71759369,inzsu,f,522,0,6,1
40931103,sqhpv,s,886,0,2,4
40931103,eyvam,u,234,1,6,4
40931103,qlgna,s,916,0,1,2
40931103,bivse,b,419,0,1,3
40931103,wbsrl,w,686,1,1,3
40931103,ndobe,c,278,1,2,5
40931103,sdeas,g,928,1,4,2
40931103,sbugo,n,873,1,3,2
40931103,oxrzg,k,936,0,6,4
40931103,fejdo,x,146,1,2,0
13633338,zehvr,w,110,1,2,1
13633338,gvoux,c,720,0,1,1
13633338,gnhql,b,797,1,5,2
13633338,uuhak,o,475,1,0,1
13633338,kyhqb,k,969,1,1,3
13633338,appgw,c,286,1,3,0
13633338,bcusn,k,534,0,3,0
13633338,phnbn,d,461,0,6,3
13633338,uksrc,y,128,0,1,2
13633338,eeeqv,z,718,1,6,0
17590111,cxdos,a,904,1,0,4
17590111,rppnr,a,643,1,6,4
17590111,cygfu,e,783,0,5,2
17590111,ifhjy,j,866,1,2,3
17590111,vmovv,b,499,0,1,2
17590111,xmuxt,y,256,1,5,3
17590111,zjrtz,a,723,0,5,1
17590111,wthsu,f,390,1,0,3
17590111,cahbr,l,561,0,2,5
17590111,bokdj,e,173,0,2,3
11778399,ythsk,r,450,1,0,4
11778399,phdqt,m,495,1,3,4
11778399,rofto,d,586,0,3,4
11778399,sexld,m,698,1,1,5
11778399,sagay,x,973,0,5,4
11778399,vqtnl,w,920,1,1,1
11778399,vcaok,b,761,1,2,3
11778399,hdvcs,y,602,1,1,4
11778399,qzbdn,r,994,0,3,2
11778399,dwawj,n,943,0,4,1
26159165,dlept,w,627,0,6,3
26159165,hsmbt,g,614,1,3,5
26159165,rysxm,u,291,1,2,4
26159165,kzsel,v,930,1,4,1
26159165,czfem,w,839,1,6,2
26159165,eyojh,v,106,1,4,5
26159165,zequj,r,886,1,6,3
26159165,jyywd,i,729,0,5,5
26159165,xnlus,h,257,1,6,4
26159165,nuaea,z,111,0,6,1
99963048,vrktn,v,478,1,0,1
99963048,ehzsd,s,273,0,3,0
99963048,lxzyf,b,456,0,1,0
99963048,engxg,b,916,0,1,0
99963048,nngrb,w,766,0,5,2
99963048,jabhg,o,738,1,0,2
99963048,sfxkg,y,607,0,6,3
99963048,mrntq,r,390,1,4,4
99963048,rlulf,j,148,0,1,5
99963048,qhtda,c,469,1,5,1
81856749,nvkmp,x,523,1,2,5
81856749,mtayx,i,279,1,2,5
81856749,wzkaf,r,520,0,6,0
81856749,qvvtt,e,869,1,5,4
81856749,ywruu,b,220,1,0,2
81856749,ywoad,e,337,1,6,3
81856749,vzotq,l,341,1,3,2
81856749,trltc,c,490,0,1,1
81856749,xlznp,s,395,1,2,5
81856749,pdfxa,y,797,1,4,0
34240987,lshlr,w,896,0,3,2
34240987,hpqhs,s,871,1,0,5
34240987,shiry,p,629,0,5,2
34240987,cmiqk,q,412,0,0,5
34240987,feyig,h,102,1,2,3
34240987,gcooc,l,815,1,1,5
34240987,jkses,y,414,1,6,5
34240987,anjpb,z,866,1,0,1
34240987,laoqi,q,630,0,4,1
34240987,sucnk,c,693,1,1,2
95527283,bkltu,a,757,1,6,1
95527283,tzpls,k,588,0,5,2
95527283,yqmij,z,897,0,6,3
95527283,ostnk,o,304,0,4,3
95527283,fwput,e,106,1,4,1
95527283,ejzkt,y,767,0,1,5
95527283,dpoxu,k,660,0,6,5
95527283,yrgpg,s,865,0,4,2
95527283,tndjn,m,651,1,5,4
95527283,dszua,k,873,1,5,5
73265970,tpzgn,j,701,0,3,3
73265970,wasfq,b,296,0,4,0
73265970,iqyxb,l,989,0,6,0
73265970,lkktk,g,100,1,4,3
73265970,kudtl,k,815,1,4,2
73265970,ynayj,u,107,0,6,0
73265970,kyfuq,c,521,0,0,2
73265970,soouc,j,696,0,2,3
73265970,fryfl,f,350,0,6,5
73265970,spcoy,g,160,1,0,5
47344593,hmgby,f,927,0,5,4
47344593,uvydz,k,817,1,5,2
47344593,xpskf,n,511,0,2,1
47344593,tjnoo,s,335,1,0,0
47344593,fxpic,q,781,0,3,4
47344593,vnkyi,g,595,1,3,1
47344593,snmxj,u,861,1,5,4
47344593,laffr,a,394,1,6,0
47344593,bnrzi,u,462,0,6,2
47344593,ciskg,x,176,0,1,5
12551860,dnvmy,m,353,0,1,2
12551860,vhohw,y,936,0,1,2
12551860,nojer,t,694,1,4,4
12551860,xomnx,j,518,1,2,5
12551860,ihcup,m,970,1,3,4
12551860,sgpvm,b,855,0,6,2
12551860,avthy,v,193,0,1,1
12551860,umiuh,j,356,1,3,5
12551860,mvkhm,p,174,1,1,2
12551860,olurd,l,772,1,5,2
13962113,xgpma,u,151,1,6,4
13962113,qnclx,r,644,0,6,0
13962113,ybfmr,p,752,0,1,2
13962113,buzaf,n,929,1,1,1
13962113,gnftu,d,455,1,4,1
13962113,pgzjs,i,824,1,3,1
13962113,tkejv,v,454,1,4,2
13962113,xwynj,m,974,1,4,2
13962113,suwyj,n,487,0,3,5
13962113,uessu,l,861,1,4,5
85043887,ehowx,e,949,1,4,0
85043887,zkobo,j,625,1,6,0
85043887,egwiu,z,380,1,1,1
85043887,ildyr,v,653,1,0,3
85043887,hkycu,m,927,0,3,1
85043887,dmbrk,w,923,1,3,0
85043887,vlqgr,w,314,0,4,4
85043887,opywa,j,591,1,3,1
85043887,xbkha,k,292,1,1,4
85043887,hvlth,f,284,0,6,0
95493819,wewyy,v,683,0,4,3
95493819,hcbie,h,671,1,0,4
95493819,kpsfg,s,266,1,2,0
95493819,mfztc,h,260,0,0,4
95493819,kcler,k,361,1,2,5
95493819,sdqab,z,937,1,5,0
95493819,voyto,z,495,1,0,0
95493819,jceed,y,947,1,4,4
95493819,elihv,n,400,1,4,1
95493819,vqoyo,r,965,0,0,5
76608695,furpw,a,593,1,5,5
76608695,hkajn,m,899,1,1,5
76608695,fizhg,n,616,0,0,3
76608695,nzqnl,p,815,0,0,5
76608695,fmnux,r,954,0,5,0
76608695,efakw,z,758,1,2,4
76608695,cgbcl,h,413,0,5,3
76608695,vrijm,r,685,0,0,2
76608695,wofbh,e,480,1,5,3
76608695,zziru,q,645,0,4,4
69753590,dcqzo,i,759,0,1,4
69753590,kedko,p,346,1,4,4
69753590,ubzvr,e,866,0,5,2
69753590,wooaw,c,236,0,3,5
69753590,jnock,a,387,0,2,5
69753590,ikipk,q,895,0,5,3
69753590,ouzuz,o,147,0,2,3
69753590,rebnh,p,596,1,2,5
69753590,eqzvq,q,238,1,6,2
69753590,obrxy,r,202,0,6,5
86629334,qnmzg,k,583,1,5,4
86629334,ctrrq,p,687,0,3,2
86629334,xstwg,l,817,1,0,4
86629334,eqmtm,q,119,0,5,5
86629334,qqsfi,g,151,0,6,3
86629334,jieui,g,483,0,1,4
86629334,zspuh,s,873,1,3,2
86629334,oienz,e,246,0,2,1
86629334,idlyu,v,361,0,5,0
86629334,qhned,d,186,0,0,0
34190244,msftl,b,148,0,4,5
34190244,osayc,a,584,1,4,5
34190244,indtf,x,162,0,5,5
34190244,fsfpf,v,630,1,2,4
34190244,jemuv,h,690,0,4,5
34190244,nudpb,g,765,1,4,1
34190244,xbjrs,u,809,1,2,2
34190244,nrmls,q,665,1,0,3
34190244,fbjdx,i,421,1,6,1
34190244,izlcd,g,779,0,4,4
45467546,solzh,z,529,0,6,5
45467546,canvg,t,255,0,4,2
45467546,lvqpc,f,796,1,4,2
45467546,zciiq,b,345,1,1,5
45467546,cxisy,a,455,0,0,5
45467546,drlpp,b,570,0,5,1
45467546,hxbff,p,105,1,3,3
45467546,pyhie,p,937,0,2,4
45467546,zioin,m,782,0,0,5
45467546,pbrlw,l,246,1,3,4
27293070,lekeo,d,957,0,5,3
27293070,kuwar,g,448,0,2,5
27293070,gltrm,d,683,0,0,5
27293070,gocck,a,372,1,4,2
27293070,cnygv,s,968,1,1,1
27293070,vxsxs,p,978,1,6,2
27293070,axogz,u,890,1,2,5
27293070,awwgy,z,906,0,5,3
27293070,cnphm,k,808,0,5,3
27293070,sxpge,s,553,1,2,0
34767247,flibe,u,123,1,4,0
34767247,itjzj,r,704,0,4,2
34767247,yhqov,f,385,1,5,1
34767247,rpdbo,a,443,1,4,5
34767247,urmeb,w,207,0,6,2
34767247,acezv,a,125,1,4,5
34767247,szuwj,t,661,1,1,2
34767247,jeqcv,e,486,1,2,2
34767247,fuuem,b,306,1,0,0
34767247,bogeg,i,460,1,5,5
18299072,aguwr,x,375,1,6,5
18299072,rpokm,i,597,1,0,4
18299072,cdzxb,p,474,1,4,0
18299072,xvxej,v,618,0,0,5
18299072,hjzpz,q,351,0,2,5
18299072,nunfn,c,625,1,4,2
18299072,rkaeo,c,797,0,5,5
18299072,wfnyt,m,228,1,2,1
18299072,xfita,k,836,0,0,0
18299072,xduce,n,818,0,0,1
36853100,blooz,p,963,1,1,0
36853100,smzbq,n,380,0,2,2
36853100,kiokk,x,697,1,4,2
36853100,fzqpl,o,316,1,1,1
36853100,wqdvt,r,330,0,2,2
36853100,tvwgg,o,220,0,6,2
36853100,elwil,n,854,1,4,2
36853100,wwswr,z,387,0,1,1
36853100,wqynj,m,388,0,2,2
36853100,cxgjj,f,791,0,0,5
