num,name,sex,clas,prof,colle,tel,wechat,year,dorm
24681460,喻艳湛,女,2,资源环境与城乡规划管理,中国科学院,69447156606,otlqb,2007,a49
98179545,卞思苗,男,5,软件工程,中国科学院,83811598082,zzlcr,2013,59c
62744542,桂枝刚,男,15,电气工程与自动化,新东方培训学校,82856722533,yplxh,2013,6c1
81617983,霭红晶,女,2,地理信息系统,中国科学院,37668497848,alcql,2002,7c7
86092276,新春狄,女,18,软件工程,杨振宁理学院,87833553608,pbhth,2009,bc9
50070408,霞康荣,男,11,信息显示与光电技术,中国科学院,96157071771,uddez,2020,679
83690993,璐乐媛,男,13,光源与照明,李政道学院,36593705614,ufjbr,2018,23c
69691359,燕欣茜,女,12,地理科学类地理科学,挖掘机研究所,72326390933,xbdcb,2006,b2c
19071926,娥陈贝,女,9,网络工程,挖掘机研究所,76664645934,gbuoy,2006,8a9
28778920,云惠琦,女,9,网络工程,李政道学院,11133220198,zposw,2016,b1b
88488707,宁张妍,男,3,地理信息科学与技术,李政道学院,13260695613,dhoxd,2001,1a1
53256244,霄费彬,女,13,地球化学,篮翔智能研究院,22230820398,vcpjc,2017,81b
37916503,狄影凡,女,17,地理信息系统,新东方厨师学校,37599225044,vtwxw,2006,57c
97232477,莉韦邬,男,3,地球化学,李政道学院,71766938405,dqqlf,2002,213
33476204,信筠桂,男,13,自动化,中国科学院,47858452228,bffks,2017,9b5
71691712,荔陶纨,女,16,资源环境与城乡规划管理,中国科学院,48477529328,fepoz,2015,39b
71759369,罗晶富,男,16,地理科学类地理科学,篮翔智能研究院,86681726014,fntuu,2004,185
40931103,永中章,女,10,资源环境与城乡规划管理,篮翔智能研究院,55674754980,azyti,2016,3c1
13633338,萧荣竹,男,18,地理科学类地理科学,篮翔智能研究院,85273561159,igbev,2012,54c
17590111,昌湛君,男,7,光电信息工程,中国科学院,13714866031,plxty,2001,563
11778399,华春谢,男,8,电子科学与技术,中国科学院,41945379505,kepcg,2013,49a
26159165,广鲁爱,男,18,天文学类天文学,挖掘机研究所,66804498364,bqefr,2000,552
99963048,兰美姬,男,8,网络工程,中国科学院,99264017733,vrlqs,2012,876
81856749,费史湛,女,11,地球化学,李政道学院,58969414336,rjewh,2020,15a
34240987,何凝廉,男,7,光电信息工程,新东方厨师学校,78531887306,tkhub,2006,315
95527283,米黛史,男,5,通信工程,新东方厨师学校,36376551472,kznhk,2008,acb
73265970,杨薛利,男,9,生物医学工程,篮翔智能研究院,62267790787,ayuzd,2011,76a
47344593,彭韦晶,女,7,信息工程,篮翔智能研究院,83942258250,lvnow,2018,876
12551860,清兴卜,男,12,地理信息系统,新东方培训学校,82807290184,vrvfw,2010,bac
13962113,兴发贺,女,18,信息显示与光电技术,李政道学院,63672913616,uylys,2017,47b
85043887,影姜莲,女,3,地质学类地质学,新东方厨师学校,93355194433,fmzen,2008,a29
95493819,杨世云,男,4,计算机科学与技术,新东方培训学校,32579420323,ubhhg,2012,558
76608695,刚赵晶,女,17,生物医学工程,杨振宁理学院,76129135260,ewgyh,2009,18c
69753590,璧媛真,男,6,信息工程,篮翔智能研究院,59711105278,bmbmw,2016,64a
86629334,育禹于,女,18,地质学类地质学,挖掘机研究所,10980081067,wlyda,2003,756
34190244,雷翠汪,男,7,光源与照明,杨振宁理学院,87063688979,tfmpo,2020,195
45467546,荷岑沈,男,7,自动化,挖掘机研究所,69577805188,vhxul,2013,812
27293070,山乐周,女,6,电气工程与自动化,李政道学院,23356348882,kvtvh,2014,18a
34767247,广宁何,女,3,信息显示与光电技术,新东方培训学校,48652646550,yqebz,2003,285
18299072,和达珊,男,1,电子信息工程,新东方厨师学校,33291913401,hhafz,2013,19c
36853100,淑舒婉,女,9,地质学类地质学,杨振宁理学院,56763951035,xpbrg,2004,67b
43635721,李影茂,男,1,地质学类地质学,新东方厨师学校,84427372518,pebtz,2018,b91
92995365,俞薛毕,女,14,生物医学工程,中国科学院,23544812940,lpzew,2017,1c4
91257371,俞元卞,男,10,电子科学与技术,新东方培训学校,71014395016,kblhs,2009,872
53044952,梅禹张,男,10,生物医学工程,新东方厨师学校,35403955449,hgzsd,2013,614
66499883,东福狄,男,14,地质学类地质学,新东方厨师学校,96788916672,uvinp,2004,b15
11330137,真飘孔,女,15,天文学类天文学,挖掘机研究所,51339456027,kgajs,2012,8b6
56274731,信鲍芸,男,8,网络工程,新东方厨师学校,59051982714,slsfm,2002,753
53136536,苑平雷,男,3,信息显示与光电技术,李政道学院,97781658032,gmqoj,2013,687
91554062,陈邹永,男,4,信息显示与光电技术,杨振宁理学院,93020788732,yvfmg,2015,443
81725728,亚芬倪,男,9,地理信息系统,中国科学院,99446604860,ofegs,2006,c83
31612369,殷韦飘,女,3,电气工程及其自动化,杨振宁理学院,57186826314,jgrcs,2003,7b6
23471622,张月舒,男,17,电子信息工程,篮翔智能研究院,80653099492,ffnop,2008,663
32791780,穆仁湛,男,14,计算机科学与技术,中国科学院,68753513580,vrzlh,2020,aa4
96583512,余康荷,女,2,生物医学工程,中国科学院,32653464784,xqifk,2004,687
60033757,翠李顺,男,1,地球化学,新东方培训学校,44339660153,uylea,2006,888
57533587,中莲可,男,2,资源环境与城乡规划管理,中国科学院,48972071307,ypujm,2011,136
84915998,娴芬俞,女,9,电气工程及其自动化,李政道学院,29951945629,kkzky,2008,368
37229470,薇和祥,女,14,光电信息工程,挖掘机研究所,21232654936,kjdly,2012,333
90341275,成月琦,女,12,电气工程与自动化,中国科学院,87861974913,jdrop,2000,7a6
75335728,韩沈丹,男,8,通信工程,中国科学院,31792613990,fbodu,2014,b6a
56707557,峰窦伍,男,9,电气工程与自动化,李政道学院,96264584009,jvukh,2014,4c2
89118758,华茜志,男,8,自动化,中国科学院,17839986095,htqdi,2017,a7a
41284432,兰璧巧,女,17,地球化学,篮翔智能研究院,88626987618,psbyw,2016,b19
32459825,常力贺,男,15,地理信息系统,挖掘机研究所,40655320237,jvpls,2006,99b
98394534,荣黄影,男,7,资源环境与城乡规划管理,挖掘机研究所,77065473069,drtkn,2002,3b6
14669488,飘成俞,女,6,地质学类地质学,新东方厨师学校,52235659806,njdjh,2016,683
87362528,黛祥真,男,4,光电信息工程,中国科学院,97963898208,sdxhe,2010,635
99051596,秀马利,男,4,集成电路设计与集成系统,挖掘机研究所,30385972995,wtdqs,2006,293
39922262,红彬倩,男,2,信息工程,新东方厨师学校,99835220168,mlofr,2019,5aa
14339026,春辉米,女,16,软件工程,新东方培训学校,57112807966,qprtt,2020,3b3
95827881,水晓星,男,5,信息工程,新东方培训学校,87154457456,hofkt,2005,7aa
43688044,才波何,女,19,网络工程,李政道学院,13820772112,xvjyd,2019,1a3
94014334,凤天齐,男,5,集成电路设计与集成系统,篮翔智能研究院,23872081368,bzyur,2007,814
94036863,袁祥臧,男,12,资源环境与城乡规划管理,新东方培训学校,38531818729,jnssu,2010,886
85110482,奚谢春,男,3,信息工程,李政道学院,13398975916,jwylq,2018,585
78336722,婵永丹,男,12,生物医学工程,新东方培训学校,31649856650,xfxjx,2012,a58
50715902,毅佳袁,女,5,信息显示与光电技术,新东方培训学校,27999499886,mqwvk,2001,4c4
96542161,红柏兰,女,11,地理信息系统,杨振宁理学院,47360096149,uegcs,2011,772
26055105,苗邬湛,女,15,网络工程,挖掘机研究所,67377992638,kuvhf,2014,245
21129709,琦妍邵,女,2,光电信息工程,杨振宁理学院,63360937145,ccoys,2013,117
48163595,岑子谢,女,12,天文学类天文学,新东方厨师学校,51407667626,dkgnh,2011,746
85058361,穆天静,女,8,电气工程及其自动化,李政道学院,63344321598,aijdi,2006,c3b
66687994,保苏蕊,女,15,集成电路设计与集成系统,杨振宁理学院,65197087154,yfgkk,2019,325
57458231,琦爱可,男,19,自动化,李政道学院,76227231602,irjfy,2004,437
21910878,亚禹英,男,7,集成电路设计与集成系统,新东方厨师学校,85593831746,neame,2020,9a5
36013192,吴莺雁,女,15,电子科学与技术,篮翔智能研究院,52952887326,ljbpj,2002,6bc
63833619,卞翠颖,男,10,电气工程及其自动化,新东方厨师学校,91046838787,huljl,2001,ac1
81451229,波寒利,男,4,光电信息工程,杨振宁理学院,42260732972,andvu,2004,6b7
43815085,苑范美,男,13,自动化,新东方厨师学校,55287118464,xvxhq,2005,b97
11788132,毕俊柳,男,16,电子科学与技术,杨振宁理学院,60866053281,ugmnp,2020,bc3
70646673,金国怡,女,17,自动化,新东方培训学校,14740692249,rgrdi,2005,9b6
67263073,顺真琴,女,11,地质学类地质学,中国科学院,43427160452,mzwdm,2002,918
19408717,露卞茜,男,8,天文学类天文学,杨振宁理学院,73810938733,rbvts,2016,692
85087729,祁萍筠,男,3,影视艺术技术,李政道学院,14154962434,crgvd,2006,a58
85330137,昌穆信,男,6,地质学类地质学,中国科学院,45944741191,xlacv,2010,847
31135010,蕊毛晓,男,16,地质学类地质学,挖掘机研究所,56487075939,sdmti,2006,816
56812941,婉康宜,女,16,软件工程,新东方培训学校,22969647207,phxms,2010,678
54806473,酆华芸,男,2,地理科学类地理科学,挖掘机研究所,13387476465,lysnr,2013,757
21555488,伍中秋,男,9,光电信息工程,新东方培训学校,51052168402,wkbym,2010,947
71427655,福姣武,女,4,地理信息系统,李政道学院,22858524677,uvmyt,2013,76b
23339334,美顾苗,女,9,计算机科学与技术,杨振宁理学院,39386682815,ixpxc,2015,65c
10076651,任翠郎,男,3,地理科学类地理科学,中国科学院,89061088285,mzasa,2007,695
36073285,柔穆竹,男,10,影视艺术技术,杨振宁理学院,20848713689,uxjlt,2020,a8b
75861248,琦雷娥,女,6,地理信息科学与技术,篮翔智能研究院,11711337579,scmrz,2010,471
81953811,发滢邵,女,18,地球化学,中国科学院,47464098621,zsewd,2003,18c
35688744,霭英可,男,1,网络工程,篮翔智能研究院,36391501275,baudx,2009,592
43919842,孟时影,男,17,计算机科学与技术,杨振宁理学院,66811617762,cbtjf,2002,15b
36524486,范淑褚,女,12,光源与照明,李政道学院,72754861076,urwtq,2006,71c
48602287,祁黄蒋,男,9,生物医学工程,中国科学院,65665004147,ltcix,2013,b51
54427363,茜素妹,女,10,自动化,杨振宁理学院,26546817463,drtcx,2017,122
90303805,力茜薇,男,19,地质学类地质学,李政道学院,54309424009,ljpmm,2006,985
88670724,雷时荷,男,3,地理信息系统,杨振宁理学院,67768075290,yjyhh,2009,c78
10913681,苑茜眉,男,10,地理信息系统,李政道学院,82494359349,brnku,2006,cc7
91304697,康霄柔,女,19,信息工程,中国科学院,17167446462,zidtq,2011,95a
20687608,水信眉,女,18,光电信息工程,挖掘机研究所,25698326222,pyzpz,2000,b4c
33205472,环武殷,男,14,信息显示与光电技术,篮翔智能研究院,52678718138,cgpir,2005,cb2
81026254,胜萧贝,女,1,地质学类地质学,新东方培训学校,81861557570,qqogd,2003,93b
46426935,赵胜筠,男,7,通信工程,篮翔智能研究院,33248051047,sqlbk,2005,12a
96424511,范尤玉,女,5,资源环境与城乡规划管理,中国科学院,69979364668,zbhbe,2014,613
59543157,毕世瑞,男,15,光电信息工程,篮翔智能研究院,57648197182,wypre,2003,3b5
85901215,祥勤霞,女,5,电子科学与技术,李政道学院,55505111345,eptjf,2004,44b
64447871,黄杨陈,女,18,通信工程,杨振宁理学院,30895820132,xdpps,2002,162
11135496,卞兰丽,男,1,影视艺术技术,新东方培训学校,51863300632,cthog,2005,832
39948822,荣才伍,女,9,信息工程,新东方厨师学校,85886095539,nxnqs,2010,91a
49141039,富婵娅,男,15,电气工程及其自动化,中国科学院,16271164043,bzdun,2003,8a8
14338689,狄妹寒,女,17,地理科学类地理科学,篮翔智能研究院,57433096803,abuvw,2002,cb8
79913573,瑞元岑,男,10,集成电路设计与集成系统,中国科学院,96651534275,qxntn,2007,288
15041301,姣英利,男,4,信息显示与光电技术,中国科学院,42236154269,pqbfs,2013,36c
47403752,凝良欣,男,7,电气工程与自动化,篮翔智能研究院,35258262753,lnefe,2011,76c
23628192,美姚孙,男,14,计算机科学与技术,新东方培训学校,71351054187,rpsgd,2018,c13
56677473,琴谢军,男,19,天文学类天文学,新东方培训学校,73007784732,pbvuj,2012,73a
71088257,昌顺子,女,2,光电信息工程,杨振宁理学院,75193661080,ydeza,2003,979
68481927,达冯广,男,17,信息工程,新东方培训学校,36734968026,hmbpm,2014,8c6
36073772,芸琴余,女,16,电子科学与技术,杨振宁理学院,31517781053,ehobp,2014,cbb
76173062,安谢鲍,男,17,资源环境与城乡规划管理,篮翔智能研究院,51852670607,jefbf,2017,b89
77155849,飘宜皮,女,16,电气工程及其自动化,新东方厨师学校,64145633577,upejr,2018,4b6
22268521,褚才发,男,11,信息显示与光电技术,篮翔智能研究院,76317060371,prbbm,2007,976
58521708,潘鲍龙,男,4,电气工程及其自动化,新东方厨师学校,14667060988,eozul,2019,8ac
15190855,辉卜陶,男,4,地理信息科学与技术,新东方厨师学校,54322409028,jriol,2002,52b
24700223,苑倪康,男,2,计算机科学与技术,李政道学院,98513372898,zhgia,2020,783
44946906,葛茜祥,女,5,自动化,杨振宁理学院,41247615768,vdlts,2019,1c2
98752374,潘陶娣,女,13,软件工程,杨振宁理学院,58851529126,cbufr,2000,622
15553774,葛眉昌,男,18,网络工程,杨振宁理学院,94821628841,tsqoj,2016,a75
61887189,柔马雷,女,18,电子信息工程,中国科学院,95720845464,yjawe,2003,324
47404426,东苏萧,女,8,信息工程,新东方厨师学校,80326923651,vxegy,2005,691
88620622,昌魏伊,女,2,信息工程,中国科学院,87166600905,ukcfm,2012,464
16054695,晶贵薛,女,19,天文学类天文学,中国科学院,49295996516,xdtxt,2017,499
91878783,月马许,女,1,信息显示与光电技术,李政道学院,14433865151,wgomm,2010,839
62104182,菁珍佳,男,3,地理信息系统,挖掘机研究所,33326733682,lntyk,2015,acc
49592565,保云真,男,1,地球化学,篮翔智能研究院,53967613133,vjjfn,2007,331
65320791,芝真何,女,17,光源与照明,篮翔智能研究院,95928625700,jcdzn,2013,7ab
53922111,红周刚,女,2,地理信息科学与技术,杨振宁理学院,89804642945,uzysa,2007,9ac
76979766,梦芬雅,男,13,通信工程,杨振宁理学院,29825327251,fvfab,2018,2c7
65690620,孟欢谢,女,7,生物医学工程,杨振宁理学院,11935301461,qsozh,2005,378
64812929,环海欣,男,17,计算机科学与技术,新东方培训学校,23234963079,qfawh,2004,57b
15395136,瑞俞香,女,4,光源与照明,挖掘机研究所,27834113513,acbjx,2006,926
92165129,刚星王,女,19,集成电路设计与集成系统,篮翔智能研究院,81348985977,ufqoz,2015,86b
20006213,筠燕欢,男,9,地质学类地质学,中国科学院,70741749239,lnzsi,2014,218
50518174,兰元茜,女,14,地理信息科学与技术,篮翔智能研究院,94849419655,dblml,2018,2c6
62693311,华昌慧,男,17,通信工程,中国科学院,32814639805,povoa,2003,59c
59589224,舒海顺,女,8,影视艺术技术,中国科学院,34515228938,fbgcf,2005,96b
37366606,露潘涛,女,5,影视艺术技术,李政道学院,41436018176,ryiql,2005,393
57588364,红妍余,男,13,地理信息科学与技术,篮翔智能研究院,58495680562,vclsx,2019,871
97061458,华淑妹,男,18,光电信息工程,新东方厨师学校,29178221931,wqymu,2003,a84
57215006,淑米伊,男,14,地理信息系统,李政道学院,29007759333,waaca,2002,b53
34061922,蓓竹吕,男,17,信息工程,李政道学院,31946530482,ukajp,2014,5a8
59058546,贞天巧,男,5,生物医学工程,篮翔智能研究院,77263678464,naypn,2012,3b9
91560495,许永郝,女,19,电气工程与自动化,新东方培训学校,35161787553,xmcmm,2006,745
75008428,波涛瑶,女,18,计算机科学与技术,杨振宁理学院,46706230623,fkxet,2008,b5c
49429916,伊菲巧,女,13,资源环境与城乡规划管理,新东方厨师学校,15111491819,ugzex,2016,ba6
15028475,喻春枫,男,18,自动化,李政道学院,43115139653,fjnxg,2007,21a
77391634,琼岑子,女,19,集成电路设计与集成系统,新东方培训学校,50044939908,ssnxh,2012,3b7
19536320,君育晶,男,2,软件工程,中国科学院,63607657890,ixakn,2009,7c9
99569923,婷仪馥,女,4,地质学类地质学,篮翔智能研究院,15219387741,zpuhj,2002,372
55784138,环兴王,男,11,地质学类地质学,新东方培训学校,78422527658,rphbc,2005,9ca
20855350,新平顾,女,9,信息工程,新东方培训学校,32212997698,avqzo,2001,443
19868650,葛影秀,女,8,生物医学工程,李政道学院,91770974222,aidqd,2015,c2a
80911755,星康荷,男,9,网络工程,杨振宁理学院,23483347222,bsijq,2006,935
45921490,辉姣惠,男,17,地理信息科学与技术,杨振宁理学院,37052993338,dejyd,2002,c9c
58783026,艳方潘,女,19,光电信息工程,杨振宁理学院,94223554434,kovhy,2008,465
54548410,信丽喻,男,13,光电信息工程,挖掘机研究所,17284357956,phzat,2020,1bb
20621769,马姬伟,男,12,地球化学,中国科学院,81681881923,uiqya,2003,8b8
85049319,康秋仪,男,15,信息工程,挖掘机研究所,16532518658,bzvqf,2004,95b
71036612,祁娜璧,女,5,地质学类地质学,篮翔智能研究院,51604818976,yrdtc,2000,2b5
83059475,健葛鲍,女,10,地理信息系统,杨振宁理学院,75407431724,oatkn,2013,893
85540533,荔健窦,女,16,生物医学工程,篮翔智能研究院,68394182950,hrdmc,2019,4b8
52445166,萧萧刚,男,15,地理信息科学与技术,中国科学院,40274234549,tiecm,2017,b8a
69651312,达陶仁,男,2,地理科学类地理科学,中国科学院,40380751157,goamz,2003,727
55929843,傅滕毕,男,13,地理信息科学与技术,新东方培训学校,35640286048,iuikk,2019,4a5
11284043,可丽吕,男,8,计算机科学与技术,挖掘机研究所,70542621435,ydowt,2020,956
87414801,媛竹郎,男,1,电子科学与技术,篮翔智能研究院,55995713771,hktrt,2000,656
50952333,东莲广,男,1,集成电路设计与集成系统,李政道学院,75187582506,aytkd,2000,255
42682281,雪喻芝,女,18,通信工程,挖掘机研究所,97530970917,iskdf,2020,259
92506588,姚霭芝,男,3,天文学类天文学,李政道学院,23167484365,kxoac,2016,275
75351898,玉冯荔,女,16,集成电路设计与集成系统,篮翔智能研究院,47558437759,gthnc,2006,a15
93557525,禹顾汪,男,1,地理信息科学与技术,新东方厨师学校,92896560436,dxkue,2015,a9c
30394025,兴荷新,女,13,信息显示与光电技术,新东方厨师学校,16280896818,ijbsj,2020,ac3
82781188,淑瑞吴,女,12,生物医学工程,挖掘机研究所,59062063771,fiahc,2002,7a1
79602387,俞奚祁,男,18,电气工程及其自动化,新东方培训学校,80877976850,oamkt,2019,48c
30958814,莺湛丹,女,12,计算机科学与技术,篮翔智能研究院,91235672227,pohxs,2002,b4a
16499090,君永钱,女,7,电子科学与技术,新东方培训学校,72968613304,htwds,2007,292
42920296,汤常秋,女,9,地理科学类地理科学,杨振宁理学院,23735260872,cuguy,2000,732
79828016,卫晓波,女,17,软件工程,新东方培训学校,24655153476,cqvko,2016,b66
75529410,顾萍吴,女,4,光源与照明,篮翔智能研究院,37563417971,fybtw,2008,334
21081523,永任陶,男,9,计算机科学与技术,李政道学院,17234415435,zxssw,2001,21b
96202430,郑娴许,女,13,光源与照明,新东方厨师学校,54539848747,lpavp,2001,914
55173925,茜郎凤,男,11,信息工程,杨振宁理学院,41378667977,vnpsa,2009,218
41745226,东美邵,男,10,电子科学与技术,中国科学院,90546983732,phihf,2018,398
21815196,黄吕秦,男,3,电子科学与技术,杨振宁理学院,41921660679,cnjip,2014,684
61586450,汪尹元,男,17,影视艺术技术,新东方厨师学校,48936236000,enljs,2001,729
40072455,玉峰邹,男,6,信息显示与光电技术,李政道学院,77448279602,jsckh,2013,96b
24100487,冯安娟,男,18,电子信息工程,新东方培训学校,97437050793,lhhwo,2000,98b
16402199,嘉中芝,女,11,计算机科学与技术,中国科学院,61929974848,gqwtq,2016,938
21131094,飘孟汪,女,7,电气工程及其自动化,挖掘机研究所,21995431573,eylar,2009,b2c
43783475,莺慧禹,男,9,影视艺术技术,篮翔智能研究院,70653814405,anidk,2013,b79
48196060,达施丹,女,4,生物医学工程,中国科学院,68508910784,gdwai,2010,ca8
45371803,勇凤苑,女,6,电气工程与自动化,杨振宁理学院,18270351702,qsyph,2006,c73
44020530,素莎纨,男,18,自动化,新东方培训学校,32525752772,mtodw,2018,5aa
40359245,成昌祥,女,3,生物医学工程,新东方培训学校,58626243665,mozul,2007,c8c
82552537,秀余中,女,4,资源环境与城乡规划管理,挖掘机研究所,64100232408,gnwuz,2003,cac
50379563,春贺桂,男,10,电气工程与自动化,新东方厨师学校,62795781842,dbyqj,2012,649
36002544,滕瑶沈,男,17,软件工程,新东方厨师学校,53463395784,koepx,2015,351
26021335,琦魏凡,女,6,生物医学工程,杨振宁理学院,13411715390,suxag,2020,927
66745348,常周毕,女,13,生物医学工程,新东方培训学校,29661924205,ebipz,2006,ca1
94026406,成卞菲,女,19,地质学类地质学,李政道学院,91764983413,xzxwv,2007,1b1
76867297,罗露岩,男,2,自动化,挖掘机研究所,60587773708,ddykq,2008,6cc
58872743,娜常常,男,5,天文学类天文学,李政道学院,31499137407,gpget,2012,772
95848866,施明星,女,9,地理信息科学与技术,新东方培训学校,72036542272,wdkyf,2002,53c
32704528,晓月中,女,10,通信工程,挖掘机研究所,71876882632,hkxsz,2017,b95
15295781,柳李志,男,14,影视艺术技术,新东方培训学校,34244493380,pstbo,2003,c92
81673311,伊齐富,女,2,影视艺术技术,杨振宁理学院,86682900733,eqicm,2014,846
22190272,竹乐蓓,女,3,生物医学工程,中国科学院,30643904316,wcghv,2014,a98
14463317,真娟良,男,14,地理信息系统,新东方培训学校,53441239494,kimdu,2003,546
82876596,翠妹贵,男,17,电气工程与自动化,中国科学院,31028336012,bezxl,2008,a75
25971666,褚娴军,女,6,地理信息科学与技术,中国科学院,93870398195,ugmrd,2009,944
31282254,倩达兰,女,11,信息显示与光电技术,杨振宁理学院,24970392932,xgcrc,2014,7a8
55986159,沈竹邵,男,13,地球化学,中国科学院,98362756287,sbibs,2002,24c
25989001,韩海严,男,1,生物医学工程,中国科学院,72535643735,hbqdy,2014,964
17701922,窦秀费,女,13,集成电路设计与集成系统,李政道学院,50202226680,wmnwm,2000,6cb
45668915,伊薛美,女,10,计算机科学与技术,杨振宁理学院,32869455190,tfcok,2017,391
89854421,蓉平琼,女,8,自动化,新东方厨师学校,31431433670,vclxd,2009,467
60770084,邹柔义,女,4,生物医学工程,新东方培训学校,62107465287,qbobj,2003,964
53606271,菲富余,男,17,软件工程,李政道学院,85545021723,tpkel,2011,84b
63763207,琦晶安,女,8,地理信息科学与技术,杨振宁理学院,75799865241,ypoax,2017,9cc
22203323,韦霄萍,男,3,信息工程,新东方厨师学校,40653592010,qcdfs,2014,5bb
15193510,昌仪星,男,13,电子信息工程,篮翔智能研究院,10208466414,ahmxh,2007,877
73998545,廉可史,男,4,网络工程,挖掘机研究所,43744447642,eabkb,2015,653
41045162,艳瑾苗,男,19,地理信息科学与技术,篮翔智能研究院,31679172984,ebrpu,2005,396
57944962,霭滢柳,男,6,光源与照明,挖掘机研究所,70737522039,hayrq,2006,455
62782582,傅姜辉,女,10,自动化,李政道学院,41754933721,wfhjo,2020,997
69879754,尹韩伊,女,15,软件工程,挖掘机研究所,65739656677,ybpiw,2001,568
72127783,郑凡邬,女,19,地理科学类地理科学,挖掘机研究所,96947077362,ctupc,2017,627
19580299,毛文菲,女,12,软件工程,新东方培训学校,82011969150,olemt,2007,114
39056969,奚芬平,男,13,光源与照明,中国科学院,67863923976,vhzqj,2012,83a
41054324,莲贞尤,男,3,地质学类地质学,新东方厨师学校,33231027715,atxfb,2017,729
40758729,雁舒姜,男,11,资源环境与城乡规划管理,杨振宁理学院,92946291246,hswhf,2015,722
83896375,嘉唐世,男,4,电气工程与自动化,篮翔智能研究院,87288900606,dveke,2004,a31
84556391,杨费严,女,17,自动化,李政道学院,77318241550,ufzrj,2006,85a
79477738,金伍柏,女,10,影视艺术技术,李政道学院,54137071995,lssma,2019,516
74960037,龙明涛,女,11,自动化,挖掘机研究所,22115112388,cgijp,2001,662
51815934,飘韩枫,女,12,软件工程,李政道学院,24257794186,baavv,2003,988
86980879,康柳汤,女,17,软件工程,挖掘机研究所,34633328973,aufqh,2012,c45
42063369,吴汤曹,男,17,电气工程及其自动化,挖掘机研究所,43307659757,efkbn,2013,697
21452721,婉蕊尹,女,4,地理信息系统,挖掘机研究所,36184995688,aorae,2004,b9c
95219180,莎生孔,女,17,光电信息工程,杨振宁理学院,90363842713,hmgyk,2004,a32
84963146,祥菊雪,女,11,自动化,篮翔智能研究院,75316798983,tlova,2003,4a2
34021113,佳清菊,男,10,地球化学,杨振宁理学院,26683417491,ubxyz,2002,bb4
91379269,谢纨康,女,3,天文学类天文学,新东方培训学校,45384074809,iwtgr,2002,814
10456997,琴俞荣,女,16,信息工程,中国科学院,15732618188,kcroe,2008,a8b
52241623,欢淑茜,女,18,电子信息工程,新东方厨师学校,15893441525,zlwwl,2002,2a4
