uni_name,stu_num,join_date,level
geyvc,34054191,2020/05/23,元老
geyvc,34093813,2019/06/18,部长
geyvc,35175934,2004/01/22,社长
geyvc,35385893,2000/08/13,社长
geyvc,36004612,2001/06/17,部长
geyvc,36578168,2007/08/23,社长
geyvc,36686844,2009/01/28,成员
geyvc,37745368,2019/03/13,元老
geyvc,37918008,2011/02/28,成员
geyvc,38529402,2015/09/25,部长
geyvc,38985551,2010/02/25,副部长
geyvc,39127815,2011/02/10,成员
geyvc,39513492,2012/09/24,副部长
geyvc,39853427,2020/06/20,副社长
geyvc,40473288,2016/06/17,社长
geyvc,41060647,2020/08/17,部长
geyvc,41237248,2002/07/14,元老
geyvc,41644471,2016/01/13,成员
geyvc,42111098,2015/06/22,成员
geyvc,42310466,2017/08/11,社长
geyvc,42951736,2015/03/18,社长
geyvc,43544096,2000/05/13,社长
geyvc,43921049,2015/02/12,副社长
geyvc,44188980,2017/02/15,成员
geyvc,44808892,2001/09/13,元老
geyvc,45359970,2013/03/17,部长
geyvc,45488325,2016/05/10,部长
geyvc,45596770,2010/01/15,社长
geyvc,45635379,2002/06/23,元老
geyvc,45675773,2010/01/19,元老
geyvc,46347327,2018/04/22,部长
geyvc,46577954,2016/07/20,社长
geyvc,46680615,2000/08/19,成员
geyvc,46891854,2007/09/15,部长
geyvc,47797553,2006/02/28,部长
geyvc,48510108,2012/02/10,部长
geyvc,48557577,2005/08/16,副社长
geyvc,48653295,2002/01/18,部长
geyvc,49384463,2001/09/11,社长
geyvc,49575541,2013/04/17,部长
geyvc,49905069,2002/02/21,社长
geyvc,49974228,2004/09/28,副部长
geyvc,51046123,2006/01/28,副部长
geyvc,51248204,2020/03/18,部长
geyvc,51640016,2007/05/13,部长
geyvc,51994847,2018/08/13,副社长
geyvc,52885803,2013/06/27,部长
geyvc,53432289,2005/04/24,元老
geyvc,53687397,2020/02/17,副部长
geyvc,55906349,2003/09/25,副社长
geyvc,56324839,2012/06/18,副部长
geyvc,57128329,2016/05/14,部长
geyvc,57467601,2018/08/11,副社长
geyvc,57708863,2007/03/18,社长
geyvc,57723796,2017/03/18,社长
geyvc,57881587,2004/05/25,部长
geyvc,58916202,2005/02/12,部长
geyvc,59552357,2002/05/11,成员
geyvc,60458166,2017/02/24,副社长
geyvc,61613571,2005/05/19,副社长
geyvc,61907349,2013/03/28,部长
geyvc,62029499,2012/01/17,元老
geyvc,62096002,2008/01/13,部长
geyvc,62502067,2020/07/20,元老
geyvc,62521358,2001/02/25,副部长
geyvc,62989772,2016/05/15,成员
geyvc,63454426,2020/06/18,副社长
geyvc,64362072,2018/03/21,副部长
geyvc,64460099,2014/07/22,成员
geyvc,66342947,2009/07/17,成员
geyvc,66360356,2013/08/26,部长
geyvc,66607933,2003/01/11,成员
geyvc,66998115,2004/06/21,社长
geyvc,67328682,2002/05/20,部长
geyvc,67873838,2012/02/26,社长
geyvc,67963430,2000/05/26,成员
geyvc,68487025,2001/04/18,副部长
geyvc,68978645,2009/07/16,副部长
geyvc,69144879,2005/01/19,元老
geyvc,69483759,2020/01/10,副部长
geyvc,70859142,2010/09/28,副部长
geyvc,70929791,2013/06/24,成员
geyvc,72149510,2003/02/17,副部长
geyvc,72460612,2007/08/11,部长
geyvc,72840658,2001/07/10,副部长
geyvc,73031599,2013/02/14,副社长
geyvc,73223797,2001/09/15,成员
geyvc,73392096,2009/08/23,社长
geyvc,74597966,2019/07/11,社长
geyvc,75273167,2002/05/13,副社长
geyvc,76200143,2005/03/25,副社长
geyvc,76292456,2012/08/11,成员
geyvc,76347082,2016/07/23,成员
geyvc,76419445,2006/04/16,副部长
geyvc,76544830,2018/08/13,副部长
geyvc,77889471,2010/04/12,成员
geyvc,77932841,2013/02/19,部长
geyvc,77966562,2007/09/11,副部长
geyvc,79137059,2015/07/22,社长
geyvc,79701750,2006/08/16,副社长
geyvc,80014076,2001/08/25,元老
geyvc,80523221,2019/04/18,成员
geyvc,81202974,2012/08/24,成员
geyvc,83943028,2010/03/13,副社长
geyvc,84192739,2007/09/23,成员
geyvc,85742507,2008/02/14,部长
geyvc,86742164,2000/05/28,元老
geyvc,86907627,2008/05/23,副部长
geyvc,87046130,2013/07/17,社长
geyvc,87323145,2000/04/14,社长
geyvc,87332682,2000/03/15,部长
geyvc,88136198,2010/06/12,副部长
geyvc,88490243,2009/08/19,部长
geyvc,88859994,2020/02/17,社长
geyvc,89009977,2004/05/22,社长
geyvc,89559402,2003/09/11,元老
geyvc,89975099,2011/01/16,元老
geyvc,91268832,2000/08/21,副社长
geyvc,94003676,2011/01/28,元老
geyvc,94608077,2009/03/18,元老
geyvc,95231514,2016/08/20,元老
geyvc,95923161,2004/05/15,成员
geyvc,96213036,2016/01/10,元老
geyvc,97867428,2002/02/11,部长
geyvc,98317430,2017/09/10,副部长
geyvc,98469819,2003/08/13,部长
geyvc,98550687,2006/01/20,部长
geyvc,99037671,2019/03/23,社长
geyvc,99917896,2017/04/22,部长
pftdo,10141032,2011/04/26,社长
pftdo,10355008,2015/04/13,副部长
pftdo,10422642,2005/07/10,社长
pftdo,10851209,2010/08/28,副部长
pftdo,10905431,2016/02/18,部长
pftdo,11399049,2011/03/27,元老
pftdo,11823895,2010/04/17,副社长
pftdo,12444977,2005/09/18,副部长
pftdo,12907129,2006/04/23,副部长
pftdo,13160314,2017/02/17,社长
pftdo,13313807,2009/04/17,元老
pftdo,13337592,2000/06/19,副社长
pftdo,15356425,2019/01/28,元老
pftdo,15819716,2019/08/22,元老
pftdo,16023051,2004/09/15,副部长
pftdo,16046129,2009/04/11,社长
pftdo,17037887,2020/05/25,社长
pftdo,17840895,2000/06/24,成员
pftdo,18211183,2015/07/24,成员
pftdo,18781139,2014/05/13,成员
pftdo,19611047,2018/07/16,元老
pftdo,19648857,2009/09/15,元老
pftdo,19720382,2011/09/19,部长
pftdo,19910767,2014/08/19,部长
pftdo,19937647,2006/03/11,元老
pftdo,20915037,2005/05/17,社长
pftdo,21176510,2005/09/28,成员
pftdo,21647486,2011/03/20,副部长
pftdo,21885331,2018/01/10,社长
pftdo,22148563,2019/08/15,副部长
pftdo,22289960,2000/08/10,副社长
pftdo,22360998,2008/09/15,成员
pftdo,22435401,2015/05/13,元老
pftdo,24592999,2019/04/17,部长
pftdo,24608569,2014/01/16,成员
pftdo,24773876,2011/04/25,元老
pftdo,24925531,2014/02/27,部长
pftdo,25063098,2008/04/12,副部长
pftdo,25413486,2016/03/11,副社长
pftdo,26063073,2000/04/18,部长
pftdo,26167717,2016/07/10,部长
pftdo,26253478,2020/01/18,部长
pftdo,26392354,2007/02/20,成员
pftdo,26857451,2015/06/17,成员
pftdo,27124990,2017/01/23,副部长
pftdo,27609534,2005/01/18,部长
pftdo,28115771,2003/03/20,元老
pftdo,28591394,2014/06/17,部长
pftdo,29354431,2018/04/15,副部长
pftdo,29418751,2000/04/19,部长
pftdo,29522279,2004/09/16,成员
pftdo,30098379,2000/07/25,社长
pftdo,30176646,2019/02/25,副社长
pftdo,30189504,2002/03/16,社长
pftdo,30235554,2001/04/11,成员
pftdo,30669626,2019/02/19,副部长
pftdo,32307621,2001/04/23,元老
pftdo,32623011,2010/01/13,元老
pftdo,33134973,2020/09/20,副社长
pftdo,34177493,2010/02/19,元老
pftdo,34651496,2005/02/17,元老
pftdo,34768512,2006/02/23,社长
pftdo,34879546,2006/03/27,元老
pftdo,36626988,2016/03/26,副部长
pftdo,37954355,2019/03/17,副部长
pftdo,40908978,2009/08/26,副部长
pftdo,41466666,2012/08/20,部长
pftdo,41735622,2016/04/12,元老
pftdo,41780315,2014/05/12,成员
pftdo,42183888,2007/06/16,副社长
pftdo,43029871,2001/02/27,副部长
pftdo,43051053,2004/04/25,副社长
pftdo,44852921,2013/05/22,副社长
pftdo,44957541,2006/05/14,副部长
pftdo,45141465,2003/05/14,部长
pftdo,45305393,2003/09/28,元老
pftdo,45359970,2002/02/20,成员
pftdo,45515009,2006/08/27,元老
pftdo,46315300,2007/08/18,元老
pftdo,46559397,2010/04/22,成员
pftdo,46676360,2002/06/11,副部长
pftdo,46680615,2008/09/18,副部长
pftdo,46891854,2015/06/13,成员
pftdo,46962298,2005/04/16,副社长
pftdo,47329525,2016/03/20,部长
pftdo,47797553,2015/09/17,副社长
pftdo,48649890,2019/02/10,社长
pftdo,48842633,2011/02/17,部长
pftdo,48978812,2020/07/18,元老
pftdo,49384463,2019/02/16,元老
pftdo,49974228,2010/07/24,社长
pftdo,50554965,2018/05/12,副部长
pftdo,50887847,2011/09/11,元老
pftdo,53432289,2010/08/21,副部长
pftdo,53687397,2015/01/12,成员
pftdo,54593550,2007/03/24,副社长
pftdo,55156661,2003/07/18,副社长
pftdo,56199984,2000/03/21,社长
pftdo,57262631,2017/01/15,社长
pftdo,57403427,2018/06/23,元老
pftdo,57536412,2003/07/27,副部长
pftdo,57807334,2013/02/25,社长
pftdo,57938464,2013/01/18,副部长
pftdo,58778511,2016/04/17,副社长
pftdo,59626708,2001/05/16,副部长
pftdo,59758137,2019/05/27,成员
pftdo,60337383,2002/02/22,成员
pftdo,60361258,2016/01/20,社长
pftdo,60649248,2012/02/16,元老
pftdo,60669270,2007/04/22,部长
pftdo,61880294,2012/01/27,元老
pftdo,63192851,2017/05/17,社长
pftdo,64298038,2011/07/19,部长
pftdo,64362072,2020/06/23,社长
pftdo,64435291,2005/02/15,元老
pftdo,64536058,2002/04/26,成员
pftdo,65523035,2020/05/26,副部长
pftdo,66474606,2001/04/10,副社长
pftdo,66998115,2018/04/15,元老
pftdo,67873838,2013/01/15,副部长
pftdo,68318841,2017/03/13,副部长
pftdo,68900528,2020/04/25,成员
pftdo,69175910,2018/06/28,副社长
pftdo,70479285,2014/09/13,部长
pftdo,71075005,2017/01/20,元老
pftdo,71543046,2019/02/27,部长
pftdo,73910298,2015/02/19,部长
pftdo,74922523,2016/09/13,元老
pftdo,75049649,2011/09/27,部长
pftdo,75157019,2011/01/15,部长
pftdo,75556416,2014/05/23,副部长
pftdo,75700315,2005/09/14,副部长
pftdo,75750073,2010/04/14,成员
pftdo,75939254,2019/09/26,副社长
pftdo,76191552,2014/08/25,副社长
pftdo,76223983,2019/05/12,成员
pftdo,76544830,2000/07/23,副部长
pftdo,76865070,2005/08/18,部长
pftdo,77425094,2016/05/15,元老
pftdo,78400371,2013/07/28,副社长
pftdo,78503998,2016/01/24,副部长
pftdo,79199538,2008/09/16,社长
pftdo,79714114,2020/08/11,成员
pftdo,80423310,2020/01/20,部长
pftdo,80688234,2020/05/12,部长
pftdo,80763171,2011/06/20,部长
pftdo,80910073,2015/05/16,副部长
pftdo,81816097,2000/02/11,副部长
pftdo,82139274,2001/01/18,部长
pftdo,82563503,2006/06/19,副社长
pftdo,82754042,2013/06/10,副社长
pftdo,83387474,2012/05/13,元老
pftdo,83446364,2001/07/23,社长
pftdo,84014660,2006/04/21,副社长
pftdo,86033168,2009/09/13,部长
pftdo,87046130,2017/02/25,元老
pftdo,87323145,2014/05/23,副部长
pftdo,87324107,2009/02/28,副部长
pftdo,87523714,2001/07/25,元老
pftdo,87540396,2001/05/11,元老
pftdo,87657068,2000/08/26,副社长
pftdo,87660976,2012/09/23,副社长
pftdo,87920506,2020/09/27,社长
pftdo,88136198,2015/05/22,副部长
pftdo,88137836,2007/03/14,元老
pftdo,89009977,2001/05/25,社长
pftdo,89835175,2013/05/14,部长
pftdo,90448314,2016/06/24,成员
pftdo,90780512,2012/03/13,部长
pftdo,92476046,2009/09/16,社长
pftdo,93219035,2009/02/23,社长
pftdo,93506471,2006/07/14,成员
pftdo,93765594,2013/07/26,副社长
pftdo,94531373,2015/04/27,副社长
pftdo,94639700,2016/09/11,元老
pftdo,94683618,2012/04/15,成员
pftdo,95196362,2009/02/10,部长
pftdo,95644224,2017/08/19,成员
pftdo,96375309,2009/01/26,社长
pftdo,96395782,2005/06/16,元老
pftdo,96809170,2017/01/12,副部长
pftdo,98469819,2019/03/17,副社长
pftdo,98550687,2019/07/24,副社长
pftdo,99115083,2009/03/24,元老
pftdo,99565609,2002/06/17,副部长
duxfi,10141032,2003/05/12,成员
duxfi,11773211,2009/05/19,部长
duxfi,12043094,2002/01/14,副社长
duxfi,12078038,2003/08/11,部长
duxfi,12206482,2006/08/11,社长
duxfi,12296515,2008/02/11,副社长
duxfi,12483113,2008/06/13,成员
duxfi,12779659,2006/05/24,社长
duxfi,12907129,2009/03/14,成员
duxfi,13001497,2011/05/21,社长
duxfi,13313807,2016/05/24,成员
duxfi,13652137,2009/05/15,社长
duxfi,14031081,2007/08/10,副部长
duxfi,14262823,2002/09/11,副部长
duxfi,14743496,2002/07/18,副部长
duxfi,15372127,2014/03/22,元老
duxfi,15710272,2000/02/14,副部长
duxfi,18687581,2020/04/15,副部长
duxfi,18796280,2006/09/14,部长
duxfi,19648857,2006/04/12,副部长
duxfi,20105611,2013/02/11,成员
duxfi,20726803,2020/02/12,成员
duxfi,20945175,2011/02/25,副部长
duxfi,21099824,2001/02/25,副部长
duxfi,21865589,2016/06/20,副社长
duxfi,22394288,2017/07/28,成员
duxfi,22567383,2017/05/13,部长
duxfi,22926890,2011/06/25,成员
duxfi,23001789,2014/09/23,副部长
duxfi,23739979,2007/08/28,元老
duxfi,24383928,2016/07/15,副社长
duxfi,24607081,2001/01/16,副社长
duxfi,25137603,2006/05/15,成员
duxfi,25261572,2002/03/17,部长
duxfi,25404379,2019/02/18,副社长
duxfi,25558521,2001/02/24,副部长
duxfi,25687958,2012/07/21,社长
duxfi,25957546,2012/01/17,社长
duxfi,25971072,2005/05/24,部长
duxfi,26765958,2010/09/17,副社长
duxfi,27301672,2011/05/13,副部长
duxfi,28591394,2001/02/12,成员
duxfi,29418751,2009/02/21,社长
duxfi,29522279,2012/08/25,元老
duxfi,30098379,2016/04/17,部长
duxfi,30621796,2018/05/19,元老
duxfi,30640987,2012/03/12,社长
duxfi,30712462,2010/07/19,副部长
duxfi,31033299,2017/08/10,部长
duxfi,31526689,2020/03/12,部长
duxfi,33963491,2000/02/25,成员
duxfi,34754309,2001/07/27,社长
duxfi,35175934,2005/04/13,副社长
duxfi,35767164,2014/09/10,社长
duxfi,36028189,2014/02/10,成员
duxfi,36625357,2006/07/16,成员
duxfi,36626988,2007/07/12,副部长
duxfi,36686844,2017/04/25,元老
duxfi,37577046,2006/05/24,副部长
duxfi,37944561,2007/04/17,部长
duxfi,38528897,2002/06/19,副部长
duxfi,38829236,2009/09/22,副社长
duxfi,39019182,2020/06/11,元老
duxfi,39211300,2013/03/19,部长
duxfi,40711722,2012/04/13,社长
duxfi,40908978,2010/07/28,成员
duxfi,41466666,2016/02/25,社长
duxfi,42111098,2016/07/18,副部长
duxfi,43061775,2005/07/21,社长
duxfi,44262562,2019/01/17,副部长
duxfi,44962626,2000/06/18,副社长
duxfi,46315300,2006/04/24,副社长
duxfi,46577954,2012/01/16,副部长
duxfi,46864483,2008/08/19,部长
duxfi,47797553,2004/03/19,副社长
duxfi,47904611,2006/04/14,成员
duxfi,48115770,2004/05/28,元老
duxfi,48372770,2006/06/24,副社长
duxfi,48565071,2007/03/18,元老
duxfi,49564562,2007/06/18,副社长
duxfi,50458864,2003/02/10,成员
duxfi,50562929,2015/03/11,社长
duxfi,50887847,2015/02/20,成员
duxfi,51312785,2012/09/23,副社长
duxfi,52467296,2018/09/22,元老
duxfi,52594436,2004/03/20,元老
duxfi,52619003,2007/06/25,部长
duxfi,52694570,2000/04/28,成员
duxfi,53432289,2013/03/13,部长
duxfi,53881363,2004/03/21,社长
duxfi,53929860,2002/07/11,成员
duxfi,54432267,2007/01/10,副部长
duxfi,54448842,2003/06/12,成员
duxfi,55588131,2005/06/16,成员
duxfi,55662836,2019/02/16,元老
duxfi,55906349,2020/03/23,副部长
duxfi,56732246,2006/06/19,成员
duxfi,57881587,2017/01/28,部长
duxfi,58497730,2004/09/16,副部长
duxfi,58875260,2000/02/24,副部长
duxfi,59758137,2003/06/28,部长
duxfi,61372203,2007/08/22,部长
duxfi,61555733,2003/05/13,部长
duxfi,61878620,2014/04/25,副社长
duxfi,62064473,2000/08/21,成员
duxfi,62150315,2007/09/10,部长
duxfi,62334190,2002/06/28,成员
duxfi,63080038,2011/08/15,社长
duxfi,63159572,2003/04/28,部长
duxfi,63217752,2008/06/25,副社长
duxfi,64145463,2005/02/20,社长
duxfi,64295877,2009/09/18,副部长
duxfi,64435291,2020/09/14,元老
duxfi,65081812,2005/08/12,成员
duxfi,65750658,2020/04/28,元老
duxfi,66218807,2006/05/13,部长
duxfi,66360356,2001/06/17,部长
duxfi,66779229,2013/04/18,部长
duxfi,66998115,2011/02/19,副社长
duxfi,68626980,2005/01/27,副社长
duxfi,69144879,2009/04/17,社长
duxfi,70283011,2008/01/10,部长
duxfi,70553289,2018/09/11,部长
duxfi,70929791,2019/05/24,副部长
duxfi,71376692,2008/09/24,元老
duxfi,72149510,2002/03/19,副社长
duxfi,73118329,2008/08/14,副部长
duxfi,73392096,2000/06/25,社长
duxfi,75294685,2009/02/19,副社长
duxfi,75556416,2008/02/18,副社长
duxfi,75864690,2011/06/14,成员
duxfi,75906188,2011/06/20,成员
duxfi,75939254,2015/05/18,元老
duxfi,75945789,2001/02/19,副部长
duxfi,76269776,2013/01/20,部长
duxfi,76591940,2012/02/19,社长
duxfi,77228410,2005/01/18,部长
duxfi,77662637,2006/04/15,副社长
duxfi,78004737,2001/05/22,副社长
duxfi,78528217,2003/06/27,元老
duxfi,79095954,2012/04/12,副社长
duxfi,79137059,2011/05/27,副部长
duxfi,80011034,2003/08/13,副社长
duxfi,80590509,2014/03/21,部长
duxfi,80742484,2009/09/26,元老
duxfi,80763171,2015/03/11,社长
duxfi,81202974,2016/03/23,元老
duxfi,81727679,2002/01/13,部长
duxfi,81789402,2014/04/20,副部长
duxfi,82156031,2013/05/22,成员
duxfi,82933040,2000/06/15,社长
duxfi,82946157,2009/07/26,社长
duxfi,83625330,2001/02/18,社长
duxfi,83943028,2013/09/25,元老
duxfi,83993805,2013/03/19,副部长
duxfi,84173401,2003/08/22,副社长
duxfi,86033168,2018/05/22,元老
duxfi,86396373,2012/04/14,社长
duxfi,86907627,2011/02/25,元老
duxfi,87523714,2008/05/13,元老
duxfi,88377474,2002/08/16,部长
duxfi,88859994,2011/04/23,元老
duxfi,89004893,2011/09/22,副部长
duxfi,89835175,2014/06/20,社长
duxfi,89915008,2000/06/17,副社长
duxfi,90590759,2007/08/16,副部长
duxfi,93519921,2001/01/13,成员
duxfi,93761670,2006/06/24,元老
duxfi,93998783,2009/07/18,社长
duxfi,95028606,2006/01/18,社长
duxfi,96213036,2001/02/12,成员
duxfi,96374995,2004/07/16,部长
duxfi,96375309,2002/07/11,副部长
duxfi,96497809,2004/07/13,副社长
duxfi,96528770,2015/09/21,元老
duxfi,97148760,2010/04/17,部长
duxfi,97588963,2002/02/28,元老
duxfi,97784173,2006/06/18,元老
duxfi,97867428,2014/03/22,元老
duxfi,98550687,2005/05/13,社长
duxfi,98957002,2010/06/16,部长
duxfi,99030377,2012/07/13,元老
